epoch,seg_len,stride,train_total,train_q,train_w,train_unity,train_kin,val_total,val_q,val_w,val_unity,val_kin,val_angle_deg,is_best
1,50,10,0.44623377118537677,0.004403273239083106,0.43601715394216983,0.012170713429631138,0.004596272438581551,0.35016562291279535,0.00042181219262551914,0.3496529134400351,0.0004165070162094686,4.924681191916519e-05,2.094833879535862,1
2,50,10,0.3299771281913738,0.00043723052383495484,0.32906694991968166,0.0003352171917496926,0.00043942597266101273,0.3043438909368639,0.00021520221517629164,0.30409710601628087,8.76734702750392e-05,2.281488540954556e-05,1.4545072762772524,1
3,50,10,0.30243929983371526,0.00023488287484697276,0.3020462275885824,0.0001021561396039793,0.00014797316543990746,0.28968346806246525,0.00016873715861766297,0.28949350164827914,4.2367325326695145e-05,1.6991638792346175e-05,1.2589847798385905,1
4,50,10,0.28561868863319284,0.0001827029425034587,0.28535565214963693,5.00458803102293e-05,7.533009372323181e-05,0.2675576440237061,0.000156552964576863,0.26738381068010325,2.359211339748048e-05,1.4923049193988263e-05,1.2040008703374891,1
5,50,10,0.2695265785230333,0.00015932337675024686,0.26931474702571756,2.8120872600957408e-05,4.969611360699596e-05,0.2608918376169956,0.00014319796371843865,0.26073285052292994,1.472456024845776e-05,1.4316367153815747e-05,1.1302469112233058,1
6,50,10,0.25883895336692014,0.0001475604153145568,0.25865046768935757,1.7586902220102448e-05,3.91672914593616e-05,0.24963218917849636,0.00013564254388433864,0.249481782843737,8.316170730936361e-06,1.3928981211412701e-05,1.086398256024587,1
7,50,10,0.2479255561211809,0.00013886312920824897,0.2477524712014554,1.144857557181837e-05,3.307698014269314e-05,0.24332563223413112,0.00013444635363231295,0.24317644772068434,8.245562605108978e-06,1.3915416431172812e-05,1.0853808970460224,1
8,50,10,0.2368132266683958,0.0001345848698957837,0.23664748260927437,8.263345236302295e-06,3.0334081605165985e-05,0.23191974147165775,0.00012606464754314446,0.23177932399588938,5.251985716238928e-06,1.3826283508070298e-05,1.0360653841635934,1
9,50,10,0.23043377986594812,0.00012980476107195816,0.23027480441835982,6.095366051797543e-06,2.856069593111155e-05,0.23060855060649524,0.00012520584115419036,0.23046920361240975,5.380678940815737e-06,1.3604961365378584e-05,1.0306217022660498,1
10,50,10,0.224996407530201,0.00012714395057601132,0.22484127695287637,4.896792568760433e-06,2.7496075423883822e-05,0.22292650715948556,0.00012209220399349115,0.22279033581255683,3.739713493406968e-06,1.3704271825987805e-05,1.0100917274805603,1
11,50,10,0.21837080058766833,0.0001236365242039933,0.21821983937007278,4.471867560457226e-06,2.6877755649976864e-05,0.21794535740701884,0.00012059511580162088,0.21781075641891637,3.2341834393192823e-06,1.3682598090788869e-05,1.0021372269712023,1
12,50,10,0.21098665047937365,0.00012308109341859955,0.21083673716184512,4.27344737735398e-06,2.640462180940418e-05,0.21247064629402207,0.00012747091954612674,0.21232906598262882,3.6475325103133702e-06,1.3746171940726368e-05,1.0489904968471018,1
13,50,10,0.20554821252526334,0.0001207669869364142,0.205401076013176,3.814815645862619e-06,2.5988725257721215e-05,0.20869711047917217,0.00011692243291858857,0.20856632089031016,2.223024536506634e-06,1.3643867187304553e-05,0.9779117677201414,1
14,50,10,0.20178219572228578,0.00011848359386406523,0.20163764830548964,3.618303037399356e-06,2.5701020468428642e-05,0.20590962828942433,0.00011646555806506542,0.20577917966278014,3.8118464605437113e-06,1.3600070835317347e-05,0.9753408383598848,1
15,50,10,0.1982190691268266,0.00011776316586206551,0.19807537474590747,3.400724087093218e-06,2.5590941731934436e-05,0.20217781105140537,0.00011313627939707364,0.2020507877148683,3.3850838199930287e-06,1.3547783611359885e-05,0.9536739032385294,1
16,50,10,0.1939100724695927,0.00011643888709709901,0.1937678775087518,3.4679655320713265e-06,2.5409784097634535e-05,0.20114920874485967,0.00011301402593346489,0.20102231925086655,6.223377328593224e-06,1.3253113066598183e-05,0.9559232286984183,1
17,50,10,0.19010923587860754,0.00011503196268432787,0.1899687095512798,3.416283876296024e-06,2.5153266963104727e-05,0.19899316427689934,0.0001110463051212881,0.19886863845073136,1.9815579972159475e-06,1.328115550151392e-05,0.9431307526087066,1
18,50,10,0.18715487390904878,0.00011281135374163532,0.18701678603442748,3.1307231930481772e-06,2.496345705684015e-05,0.19559008203636247,0.00010940163502736266,0.19546684524840033,2.455520317941128e-06,1.3589466700814984e-05,0.9316301887181703,1
19,50,10,0.1842811742973565,0.00011236837128842185,0.1841434598413866,3.0224723423767743e-06,2.5043978428186338e-05,0.19170214566508953,0.00010933136513235275,0.19157890458138035,4.341466230738535e-06,1.3475492723549565e-05,0.9338657769148792,1
20,50,10,0.17960634367976022,0.00011103286890635053,0.1794702077831202,2.9236046535217283e-06,2.4810692091488084e-05,0.1918074079481475,0.00010867776634703954,0.19168519965440534,2.068068565166808e-06,1.332477333965156e-05,0.925506789161046,0
21,100,20,0.14639674738049507,0.000101226995466277,0.14627013869583608,2.4098583764953218e-06,2.5141351052297978e-05,0.13381624290291566,8.893298412805499e-05,0.1337164317413887,1.8053921632983802e-06,1.0698675191775037e-05,0.8447106166655973,1
22,100,20,0.14091944709420204,9.928219224093482e-05,0.1407950024306774,2.3386430871141784e-06,2.4929539304139325e-05,0.13440444872986457,8.867647937120818e-05,0.13430485669870554,2.5530195431224316e-06,1.0659700887038565e-05,0.8441087859757939,0
23,100,20,0.13984843783080578,9.881965768727242e-05,0.1397244980186224,2.3619778210104413e-06,2.488412186721689e-05,0.1334430732249473,8.763775194836752e-05,0.13334461434842637,2.3285471741372202e-06,1.0586473034106026e-05,0.8370662391555975,1
24,100,20,0.1368804533034563,9.639079613407375e-05,0.13675960280001165,2.357920386657497e-06,2.422499936983513e-05,0.13142664458440698,8.715369610021162e-05,0.13132851982709043,2.926193389883462e-06,1.0678188424795701e-05,0.8343641068624413,1
25,100,20,0.13454744562506676,9.699291378638008e-05,0.1344254594296217,2.320334596106477e-06,2.476237006703741e-05,0.13062836835103006,8.821282794291258e-05,0.13052933814918033,1.5997196248706206e-06,1.0657442937643406e-05,0.8376592312540326,1
26,100,20,0.13282438509166242,9.636741975555197e-05,0.13270329609513282,2.3216358704303273e-06,2.4489263769282843e-05,0.13044880291689998,8.531842219516033e-05,0.13035271327873194,1.5990677542877108e-06,1.0611315498880351e-05,0.8213971892499036,1
27,100,20,0.13192910507321357,9.612442754587391e-05,0.13180832438170909,2.3397360860144547e-06,2.4423045761068352e-05,0.13415459377795272,8.609464377333318e-05,0.1340578725064023,1.9249964365123296e-06,1.0434520199342836e-05,0.8262525034246978,0
28,100,20,0.13070125378668307,9.545222419546918e-05,0.13058119744062424,2.370366941022439e-06,2.4367181595152942e-05,0.13151610427946778,8.409563719543704e-05,0.13142128222107147,1.6530517932664427e-06,1.0559507796834787e-05,0.8132159926876519,0
29,100,20,0.12696837037801742,9.457971154915867e-05,0.12684933073818683,2.223987028173724e-06,2.423754755909613e-05,0.12765055666243807,8.428570408965547e-05,0.12755563432200354,1.708727994519108e-06,1.0466524067201784e-05,0.8119173270575007,1
30,100,20,0.12576714605093003,9.445612409763271e-05,0.12564824990928172,2.4016722136366297e-06,2.4200098787332537e-05,0.13116407447164843,8.305814160577815e-05,0.13107028441584628,2.178640142492384e-06,1.051318450375429e-05,0.8048500066958599,0
31,100,20,0.12488729000091553,9.410771737748291e-05,0.12476880952715874,2.345869678492818e-06,2.4137358341249637e-05,0.12771296878779156,8.312196843904553e-05,0.1276191415808956,2.4453446820200427e-06,1.0460247606981215e-05,0.8056015615137467,0
32,100,20,0.12281341828405858,9.30071832772228e-05,0.12269602559506892,2.2145404864204467e-06,2.4164016140275634e-05,0.12633938480237997,8.372330150721733e-05,0.12624512593383375,1.5965565627304601e-06,1.0375132418777403e-05,0.8077660521365101,1
33,100,20,0.12257330454885959,9.23940513166599e-05,0.12245693534612656,2.316558179700223e-06,2.3743147066852545e-05,0.12719006623540605,8.238966839141444e-05,0.12709692605533957,1.8489926964411443e-06,1.0565214467663152e-05,0.7999288835140489,0
34,100,20,0.12028670117259026,9.239225466444622e-05,0.12017004780471324,2.34298236136965e-06,2.402670257652062e-05,0.12700015238908507,8.390429324411892e-05,0.12690567604688383,1.7830044728821658e-06,1.0393777072591626e-05,0.8112516369878876,0
35,100,20,0.11948944188654423,9.207587023411178e-05,0.11937319323420524,2.3661364616600624e-06,2.3936315064929657e-05,0.12553833229756503,8.11121353989117e-05,0.12544664723902757,1.852430363418173e-06,1.0389844681876017e-05,0.7908963815766091,1
36,100,20,0.11721948333084584,9.172367605060572e-05,0.11710380829870701,2.280812319668257e-06,2.3723659714960378e-05,0.12264573612013219,8.023866811645744e-05,0.12255485590940676,1.735852634647582e-06,1.0466215836622835e-05,0.7813470183692364,1
37,100,20,0.11634326785802841,9.091146712307819e-05,0.11622828893363475,2.186810180546672e-06,2.384896459261654e-05,0.12264577446516997,8.070748812744614e-05,0.12255447613341468,2.577757526727148e-06,1.0333349067911756e-05,0.7883946750475013,0
38,100,20,0.11447823002934455,9.01123487346922e-05,0.11436425872147084,2.1998283818902562e-06,2.3638798675165164e-05,0.1223544450187535,8.107199525133047e-05,0.12226264983045389,2.1951154763227807e-06,1.0505029369811405e-05,0.789050485036388,1
39,100,20,0.11494593940675259,9.087649959838018e-05,0.11483125373721123,2.19104741290721e-06,2.3589267420902616e-05,0.12235362775022199,8.072768478934155e-05,0.12226239955573348,1.5504671649249538e-06,1.0345432998653918e-05,0.7866222860650246,1
40,100,20,0.11314397610723972,9.035784543812042e-05,0.11302985340356826,2.1831599144661597e-06,2.354669602937065e-05,0.1193073217820677,8.087464662392404e-05,0.11921581734226357,2.2207075290476857e-06,1.0407533416085621e-05,0.789795752711918,1
41,100,20,0.11103590473532676,9.052060173416976e-05,0.11092151373624802,2.241720857227847e-06,2.364608129028056e-05,0.11955833781209792,8.057251319803314e-05,0.11946705304872915,2.690866188781035e-06,1.0442576023243131e-05,0.7871211031949298,0
42,100,20,0.11053517088294029,9.148672976152738e-05,0.11041999459266663,2.0845195865604184e-06,2.3480603676944156e-05,0.11909260927520184,8.229239186147655e-05,0.11899952530305578,3.2144361047476592e-06,1.0467544913430039e-05,0.8022196047794745,1
43,100,20,0.10874221205711365,9.060036627488444e-05,0.10862810447812081,2.246964058940648e-06,2.328307858078915e-05,0.12123689080432334,7.893216893111604e-05,0.12114742070621586,1.6904638306378893e-06,1.0368745352138125e-05,0.7740073288449589,0
44,100,20,0.10796215705573559,8.931206320994534e-05,0.10784937538206578,2.046483901949614e-06,2.326570811419515e-05,0.11945112214325378,7.777670174652728e-05,0.11936251714547969,2.9072272911254226e-06,1.0539286489892565e-05,0.7693433167771523,0
45,100,20,0.10764972686767578,8.931198957725429e-05,0.10753682628273964,2.353425596766101e-06,2.335346782274428e-05,0.12019105338902207,8.093628342106492e-05,0.12009955785289314,1.4990574119330847e-06,1.0409021839753997e-05,0.7898010069539088,0
46,100,20,0.10727898068726063,8.98245548887644e-05,0.10716572098433971,2.2425586610097525e-06,2.3211363259179053e-05,0.12138693166075286,7.880304017489608e-05,0.12129744647637658,2.294771809868942e-06,1.045342574764375e-05,0.775332182238561,0
47,100,20,0.10677317403256893,8.913155204936629e-05,0.10666065730154514,2.2278787332652426e-06,2.316292538125708e-05,0.12641837282210402,7.991130818176859e-05,0.12632796029496637,2.0126547433505243e-06,1.0300865944926677e-05,0.7799590971899328,0
48,100,20,0.10485822819173336,9.019123543112073e-05,0.10474472753703594,2.2571213662558876e-06,2.308381629518408e-05,0.1185288422411273,7.931969332998989e-05,0.11843897339349949,2.080977499147972e-06,1.0342273970489948e-05,0.77521359098624,1
49,100,20,0.10336632318794728,8.982862604170805e-05,0.1032532861828804,2.363300873184926e-06,2.2972521064730246e-05,0.11663707820525081,8.002164414725902e-05,0.11654635493799767,2.037928429079171e-06,1.0498058151672283e-05,0.7876756071303942,1
50,100,20,0.10289776295423508,8.948446440626868e-05,0.10278495572507382,2.181510451464419e-06,2.310433746970375e-05,0.11541822416626889,7.810779132805071e-05,0.11532939879790596,2.1853309230243455e-06,1.0499483599893855e-05,0.7726825754094568,1
51,200,50,0.0881590846925974,8.269927520814236e-05,0.08805319406092167,2.0827938016054757e-06,2.2983213693805737e-05,0.07339531183242798,7.377442161669024e-05,0.07331034615635872,2.4552107106501354e-06,1.0946424890789785e-05,0.7312986016273498,1
52,200,50,0.08436177913099527,8.226713571275468e-05,0.08425632398575544,2.2440480393015606e-06,2.2963517290008893e-05,0.07319793924689293,7.445961455232464e-05,0.07311237826943398,1.9326511960571223e-06,1.0907336445598048e-05,0.7355393767356873,1
53,200,50,0.0825246436521411,8.109116188279586e-05,0.08242043051868678,2.1577535449068817e-06,2.2906235017217114e-05,0.07234048694372178,7.267817090905737e-05,0.07225655019283295,2.4822627210596694e-06,1.1010262915078783e-05,0.7224212348461151,1
54,200,50,0.08185282237827778,8.103557138383621e-05,0.08174872566014528,2.225086217322314e-06,2.283906969751115e-05,0.07376993745565415,7.333568319154438e-05,0.07368532791733742,1.634858665511274e-06,1.1109819115517894e-05,0.7254702091217041,0
55,200,50,0.08083753772079945,8.102409638013341e-05,0.08073335886001587,2.22131263853953e-06,2.293362711043301e-05,0.0739781178534031,7.242734027386177e-05,0.07389457002282143,2.051412673154118e-06,1.0916102110059e-05,0.7212216019630432,0
56,200,50,0.08112398944795132,8.078687114903005e-05,0.08102013450115919,2.1081732995753554e-06,2.2857368003315058e-05,0.07319699302315712,7.320063377846964e-05,0.07311267182230949,1.6475452525810398e-06,1.0957316271742457e-05,0.7236010372638703,0
57,200,50,0.07954054325819016,8.152776817951234e-05,0.07943606097251177,2.16494699714076e-06,2.2737582457921236e-05,0.07291184291243553,7.497232872992754e-05,0.07282571271061897,1.7467162706452656e-06,1.0983291940647177e-05,0.7390369176864624,0
58,200,50,0.07874011509120464,8.066422133197193e-05,0.07863646019250155,2.228947636240264e-06,2.276717812037532e-05,0.07402952611446381,7.344022487814073e-05,0.07394501939415932,2.1876018081457005e-06,1.0848315878320135e-05,0.7261567115783691,0
59,200,50,0.07818233519792557,8.042719555305667e-05,0.07807912938296795,2.1857266233382688e-06,2.25597349299278e-05,0.0728174053132534,7.355432135227601e-05,0.07273256704211235,1.8875510363614012e-06,1.1096428625023692e-05,0.7305785238742828,0
60,200,50,0.07765854597091675,8.091085928754182e-05,0.07755470853298903,2.1524195659594627e-06,2.2710960115546187e-05,0.07236267924308777,7.464166847057641e-05,0.07227694392204284,2.402810878265882e-06,1.0851778233700315e-05,0.7393037736415863,0
61,200,50,0.0775387067347765,8.056934893829748e-05,0.07743495060130953,2.271051141633507e-06,2.2959210423323383e-05,0.07334967106580734,7.411120241158642e-05,0.0732644259929657,1.6043293271650327e-06,1.0973276039294433e-05,0.7321661293506623,0
62,200,50,0.0760833179578185,8.111485531117068e-05,0.07597920242697001,2.25366715369546e-06,2.2774966487304483e-05,0.07305637672543526,7.385011231235694e-05,0.07297152057290077,2.059077667126985e-06,1.0798595394589938e-05,0.7312242686748505,0
63,200,50,0.07586620198562741,8.109256723400903e-05,0.07576212892308831,2.2093151358149043e-06,2.275849521993223e-05,0.0720896877348423,7.338356917898636e-05,0.07200527787208558,1.8298055920240585e-06,1.084448090296064e-05,0.7278082251548768,1
64,200,50,0.07466277312487364,8.127407236315775e-05,0.07455869056284428,2.2015862697344346e-06,2.2588948399970832e-05,0.07204877808690072,7.247964458656497e-05,0.07196510732173919,1.995757679651433e-06,1.0991001772708842e-05,0.7209348976612091,1
65,200,50,0.07472016550600528,8.046693565120223e-05,0.07461681729182601,2.2682740251411814e-06,2.2655675707028422e-05,0.07254995182156562,7.435019542754163e-05,0.07246458232402801,2.1578737687377723e-06,1.0805204419739312e-05,0.7361382663249969,0
66,200,50,0.07356085674837232,8.121457185552571e-05,0.07345688128843904,2.2274946559264207e-06,2.2538795042237326e-05,0.07169199287891388,7.403399613394867e-05,0.07160681486129761,2.2744519128536924e-06,1.0918826092165546e-05,0.7317851901054382,1
67,200,50,0.07362789995968341,8.137059148793924e-05,0.07352351825684308,2.3369191296751524e-06,2.2777836147724883e-05,0.07274678647518158,7.400570357276592e-05,0.07266164347529411,2.2221297058422353e-06,1.0917218696704368e-05,0.7332465767860412,0
68,200,50,0.07358529157936573,8.135899870467255e-05,0.07348110526800156,2.259764747236659e-06,2.2601495402341243e-05,0.07348787039518356,7.474513186025433e-05,0.0734019085764885,2.2971790372139367e-06,1.098694547181367e-05,0.7376626789569855,0
69,200,50,0.07248258283361793,8.113814528769581e-05,0.07237855875864625,2.3213657186715864e-06,2.2653606970379768e-05,0.07310942560434341,7.386610122921411e-05,0.0730244018137455,2.066719889626256e-06,1.0951754438792704e-05,0.7306774437427521,0
70,200,50,0.07176993573084474,8.062277065619128e-05,0.07166648311540484,2.260748840399174e-06,2.2604064406550604e-05,0.07305935844779014,7.425703188346233e-05,0.07297402545809746,1.8078371454066654e-06,1.0894267052208307e-05,0.7364266335964202,0
71,200,50,0.07145398873835802,8.102744850475574e-05,0.07135014766827226,2.2645378805918883e-06,2.2587591638512093e-05,0.0720919907093048,7.320075310417451e-05,0.07200760915875434,1.8437474068377923e-06,1.0996499077009502e-05,0.7261517703533172,0
72,200,50,0.07160681616514922,8.065955762504018e-05,0.07150322794914246,2.3192064873001073e-06,2.2696151472700876e-05,0.07289534211158752,7.456151070073247e-05,0.07280968949198723,1.8166779000239331e-06,1.0909308593909373e-05,0.7354855716228486,0
73,200,50,0.07047890406101942,8.137145478031016e-05,0.07037477269768715,2.3699653269204647e-06,2.252268352549436e-05,0.07294325157999992,7.33656866941601e-05,0.07285858690738678,2.5774993673621792e-06,1.1041831385227852e-05,0.7310781598091125,0
74,200,50,0.07065728418529034,8.139301999108284e-05,0.07055303668603301,2.3636469308030426e-06,2.2618062985202414e-05,0.07251269742846489,7.56776822527172e-05,0.07242597937583924,1.6657256196594972e-06,1.0873886731133098e-05,0.7406875967979432,0
75,200,50,0.06968673234805464,8.091347490335465e-05,0.06958291763439775,2.1844010603899734e-06,2.2682651228933536e-05,0.07095222696661949,7.380280731013044e-05,0.07086736261844635,2.0909922000100776e-06,1.085042849808815e-05,0.7305927634239197,1
76,200,50,0.0692898403853178,8.106608083835454e-05,0.06918602315708995,2.333964954459589e-06,2.25174850811527e-05,0.0728829525411129,7.302316480490844e-05,0.07279879748821258,2.043244944616163e-06,1.0926633103736095e-05,0.7258685052394866,0
77,200,50,0.06859229542315007,8.046542616284569e-05,0.06848890529945492,2.1972444528728376e-06,2.270546804084006e-05,0.07122085988521576,7.542515122622717e-05,0.07113451510667801,2.115304857852607e-06,1.0708229888223287e-05,0.7447606861591339,0
78,200,50,0.0687576986849308,8.143014583765762e-05,0.0686534920707345,2.437777897057458e-06,2.2532227080773737e-05,0.07214293479919434,7.432618731399998e-05,0.07205764725804328,1.7281005511904367e-06,1.0788468762257252e-05,0.7338078916072845,0
79,200,50,0.06786283645778894,8.127177152346121e-05,0.06775875799357892,2.524813226045808e-06,2.255382307794207e-05,0.07208232656121254,7.474661615560762e-05,0.07199650183320046,2.070256527986203e-06,1.0872576194742577e-05,0.7367611467838288,0
80,200,50,0.0680197685956955,8.074824063442065e-05,0.06791631178930402,2.2444078467742656e-06,2.2484233159048018e-05,0.07152424156665801,7.445585324603599e-05,0.07143869549036026,1.9002627823283546e-06,1.0900696588578285e-05,0.7357689082622528,0
81,200,50,0.06703275898471475,8.039364074647892e-05,0.0669295284897089,2.2905198449052477e-06,2.2607381492889544e-05,0.07167857214808464,7.311984008993023e-05,0.07159439399838448,2.3647168063689605e-06,1.082352960111166e-05,0.7266786634922028,0
82,200,50,0.06736362082883715,8.106158420559951e-05,0.06725962338969112,2.377606736558846e-06,2.2697768417856424e-05,0.07190861105918885,7.47528778447304e-05,0.07182270586490631,2.1907175892010854e-06,1.0931738825092906e-05,0.7390140354633331,0
83,200,50,0.06729397336021066,8.157612801369396e-05,0.06718962443992496,2.1264337902948683e-06,2.2559922399523202e-05,0.07263637632131577,7.453199286828749e-05,0.07255064398050308,2.2674392766930397e-06,1.0972357586069847e-05,0.7400903344154358,0
84,200,50,0.06736676543951034,8.119307076412952e-05,0.06726288711652159,2.3237476909798717e-06,2.2454104737335e-05,0.07151321172714234,7.37493119231658e-05,0.07142819166183471,1.9982294134024415e-06,1.1074440180891543e-05,0.7299278914928437,0
85,200,50,0.06724450653418898,8.208314548028284e-05,0.06713966513052583,2.309364450070461e-06,2.252649196634593e-05,0.07252194434404373,7.45264067518292e-05,0.07243641763925553,1.6111798800011456e-06,1.0839381775440416e-05,0.7364540994167328,0
86,200,50,0.06607555206865072,8.182059455066337e-05,0.06597097031772137,2.3970087511315795e-06,2.252125373161107e-05,0.0718425378203392,7.447395000781398e-05,0.0717569001019001,2.3998586812012944e-06,1.0923709805865655e-05,0.7359102189540863,0
87,200,50,0.06533589065074921,8.020927498364472e-05,0.06523306826129556,2.379390326723296e-06,2.2374211857822958e-05,0.07043517045676709,7.436235719069373e-05,0.0703495305031538,1.9311684241074547e-06,1.1083216986662591e-05,0.7357766211032868,1
88,200,50,0.06517986999824643,8.156562334988848e-05,0.06507552061229945,2.2536084486546316e-06,2.2558468890565565e-05,0.07183810248970986,7.664563127036672e-05,0.07175060361623764,1.9382848336135793e-06,1.0658150085873785e-05,0.7522502899169922,0
89,200,50,0.0652230921201408,8.159787166732713e-05,0.0651189185678959,2.4559529293810557e-06,2.232959841421689e-05,0.07204148471355439,7.412947197735776e-05,0.07195613384246827,2.546741984588152e-06,1.096571850212058e-05,0.734138572216034,0
90,200,50,0.06444390732795,8.11698329016508e-05,0.06434004306793213,2.4358791989698146e-06,2.245125119770819e-05,0.07165843993425369,7.353876499109902e-05,0.07157386541366577,2.017925930886122e-06,1.0834151316885254e-05,0.7293562650680542,0
91,200,50,0.06363645084202289,8.004072924450156e-05,0.06353378687053919,2.4125068762259614e-06,2.2381915823643794e-05,0.07119963467121124,7.391044418909587e-05,0.07111457958817483,1.6564165434829192e-06,1.0978245290971244e-05,0.7319860935211182,0
92,200,50,0.06349299773573876,8.130333544613677e-05,0.06338894171640277,2.3782585174103586e-06,2.251416883609636e-05,0.0716528758406639,7.4562070221873e-05,0.07156730405986308,2.0226151832503093e-06,1.080726292457257e-05,0.7343369781970978,0
93,200,50,0.0630925266072154,8.207987075365963e-05,0.06298770187422634,2.3910572195973147e-06,2.2505855577037436e-05,0.07396325916051864,7.459120715793687e-05,0.07387761771678925,2.222334580892493e-06,1.0827307141880737e-05,0.7387184023857116,0
94,200,50,0.0638323375955224,8.138422572301351e-05,0.06372815631330013,2.4022087899311375e-06,2.2557438819603702e-05,0.0707102082669735,7.54374483221909e-05,0.07062372006475925,1.894998320040031e-06,1.0862808994716034e-05,0.7417800426483154,0
95,200,50,0.06254530446603894,8.125709900923539e-05,0.06244138656184077,2.3481192869212465e-06,2.2426534701480706e-05,0.07074127346277237,7.611986875417642e-05,0.0706541508436203,2.085194830669934e-06,1.0795263415275258e-05,0.7481040120124817,0
96,200,50,0.06198603753000498,8.154621327776113e-05,0.06188170295208693,2.429120561942e-06,2.2544747071151506e-05,0.07235526591539383,7.555388983746525e-05,0.0722686804831028,1.8682304585126986e-06,1.0843227801160538e-05,0.744224214553833,0
97,200,50,0.06149791497737169,8.196128137569759e-05,0.06139319445937872,2.463734415414365e-06,2.2512769464810845e-05,0.0707609172910452,7.735618601145688e-05,0.07067254222929478,2.5275498273913398e-06,1.0764611943159252e-05,0.7567225456237793,0
98,200,50,0.06209514522925019,8.147158478095662e-05,0.06199101060628891,2.5076444700289356e-06,2.2412721773434895e-05,0.07102727890014648,7.558670913567766e-05,0.07094059325754642,1.7930181797964905e-06,1.0919154556177091e-05,0.7424949705600739,0
99,200,50,0.061373026296496394,8.199557032639859e-05,0.06126825157552958,2.487164204012515e-06,2.253004877275089e-05,0.07053489983081818,7.503088017983828e-05,0.07044876925647259,2.886195056817087e-06,1.0810731509991456e-05,0.7420995235443115,0
100,200,50,0.06190587505698204,8.188436268028454e-05,0.06180127644911408,2.4288185784371306e-06,2.247088364129013e-05,0.07218540608882903,7.604824677400756e-05,0.07209830060601234,2.0831505935348103e-06,1.0846967870747904e-05,0.7482879042625428,0
